title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2024-08-23 Workbook Filter Faceting Controls,https://www.youtube.com/watch?v=U3NEWp2kYVQ,U3NEWp2kYVQ,2025-01-30,01:08,68,21,0,Filter faceting control in the workbook - now filters on dashboard or the workbook can optionality filter other filters (or not),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Model Layering / Extending with Abstract,https://www.youtube.com/watch?v=Ql20-OqgKq4,Ql20-OqgKq4,2025-01-30,07:12,432,25,0,"The near-launch of abstract model objects - allowing complex model and field layering, and setting up the groundwork for remote dependencies in the data model",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Topic Descriptions,https://www.youtube.com/watch?v=IoiSS8chtoI,IoiSS8chtoI,2025-01-30,00:48,48,14,0,Topic descriptions - better metadata to help end users,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Embed Theme Controls in the UI,https://www.youtube.com/watch?v=IUGNG_DgjCs,IUGNG_DgjCs,2025-01-30,02:46,166,10,0,Embed themes can now be applied directly from the UI rather than requiring the URL builder to specify,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Dashboard Linking Inside the iFrame,https://www.youtube.com/watch?v=Ct9aNe4ANy8,Ct9aNe4ANy8,2025-01-30,05:03,303,71,0,"New functionality to create links between embedded dashboards *inside* the iframe.  No more tearing down and rebuilding iframes, just super fast linking to make navigation feel 100% native",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 SQL Improvements - Resize Window + Early Work on Spreadsheets,https://www.youtube.com/watch?v=5W0lpulccZM,5W0lpulccZM,2025-01-30,04:09,249,28,0,More work on calculations and sorting of SQL results - all the Excel goodness on top of raw SQL queries.  Also some nice improvements to space management for SQL including drag sizing on the SQL block.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Google Sheets Scheduler Destination,https://www.youtube.com/watch?v=1ji5NmtRQrk,1ji5NmtRQrk,2025-01-30,01:23,83,43,1,A pair of Zapier hooks to directly drop data into Google Sheets from Omni - functionality for both creating a new tab with data or overwriting the existing scheduled object.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Export JSON and Schedule Without Title,https://www.youtube.com/watch?v=w_a3O1sdkb0,w_a3O1sdkb0,2025-01-30,01:22,82,16,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Filter Suggestion From Topic Controls,https://www.youtube.com/watch?v=dzZzfIXEiFo,dzZzfIXEiFo,2025-01-30,01:19,79,24,0,Suggest from topic - for when you want to curate filter suggests based on a specific topic rather than the default behavior,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Drill Queries,https://www.youtube.com/watch?v=cMBmeyew6WY,cMBmeyew6WY,2025-01-30,08:52,532,89,0,An early look at drill-by-query - more flexibility to build full queries for drill down.  This also lays the groundwork for drilling into visualizations,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Embedding PDFs and Documents via Markdown,https://www.youtube.com/watch?v=Uw-Dxfmw0Qw,Uw-Dxfmw0Qw,2025-01-30,01:24,84,55,0,Embedding PDFs and other documents via markdown iframes (think contracts next to customer data),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Instant Dash Linking (With Filters),https://www.youtube.com/watch?v=TwRhVeDUgug,TwRhVeDUgug,2025-01-30,03:03,183,54,0,"The launch of dashboard instant links - easily tab between dashboards, even inside iframes for much richer embedded experiences",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Promote TEXT() Dates From Excel to Model,https://www.youtube.com/watch?v=RTbjdx69o0I,RTbjdx69o0I,2025-01-30,03:29,209,19,0,Model pushdown for TEXT() around dates - slowly building the ability to push as many Excel functions as possible into the data model,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Snowflake Info Schema Installable Model,https://www.youtube.com/watch?v=RPtbqA92zj0,RPtbqA92zj0,2025-01-30,05:42,342,25,0,"Our first modeling code pattern for the Snowflake info schema - usage and billing info, soon to be installable",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 Dynamic DB Connection Launch,https://www.youtube.com/watch?v=MNUBRxdya5o,MNUBRxdya5o,2025-01-30,01:24,84,28,0,The launch of dynamic connections in branches allowing swapping to different databases directly from the workbook or dashboard for more complex use cases,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Azure AD With SCIM,https://www.youtube.com/watch?v=HAgQEEm1DyE,HAgQEEm1DyE,2025-01-30,02:41,161,49,0,New support for Azure AD with SCIM for complex user management,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-23 On This Day One Year / Month / etc Ago,https://www.youtube.com/watch?v=FqRvXW6EMtI,FqRvXW6EMtI,2025-01-30,00:57,57,15,0,"A small change - now ""on this day one year ago"" will indeed return a day; ie periods will not return the full period, rather than the specific date.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 Cancel Query Filters for Filtered Measures,https://www.youtube.com/watch?v=xaFnORdauyk,xaFnORdauyk,2025-01-30,08:56,536,34,0,"New functionality to ignore query-specific filters in favor of a filtered measure's specific filters.  This allows for escaping filters comparing to population totals over specific filters, and also underpins some new work for removing pivots from period-over-period for way easier calculations and layouts.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Icons for Model URLs,https://www.youtube.com/watch?v=qiFZ34ZQxXI,qiFZ34ZQxXI,2025-01-30,00:38,38,33,0,Icons for URLs in the model,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 Embedded Content Management,https://www.youtube.com/watch?v=nUQy--mGkQw,nUQy--mGkQw,2025-01-30,02:01,121,60,0,An early look at bringing the entire folder and navigation system for dashboards to embedded users.  All of the saving and curation of dashboards in the core app will soon be accessible to any embedded deployment as well.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 Workbook Drafts,https://www.youtube.com/watch?v=j3hWHAlCKyg,j3hWHAlCKyg,2025-01-30,10:21,621,49,0,"A first look at the new saving and editing workflow for workbooks.  This is a full rebuild of the editing workflow that underpins content as code as well as simpler deployment of complex changes, including alongside model changes.  Plenty of discussion as well on how to tune the experience as we approach launch.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 Faster IDE with Large Models,https://www.youtube.com/watch?v=aba_99UY8ac,aba_99UY8ac,2025-01-30,02:19,139,15,0,"Improved handling of large models in the IDE.  Instead of loading everything too frequently, we manage the payload to reduce network traffic and speed up page loads for modelers.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 Adjustable Topics on Dashboard Filters,https://www.youtube.com/watch?v=_h1Lv9afvEc,_h1Lv9afvEc,2025-01-30,01:01,61,22,0,Quick new feature to allow tuning the topic for a dashboard filter without rebuilding or remapping.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-06 SFTP Scheduling,https://www.youtube.com/watch?v=ZfidI0-EhaY,ZfidI0-EhaY,2025-01-30,01:45,105,40,0,The launch of scheduling to SFTP servers from Omni.  Now recurring data delivery use cases for customers and partners can be served trivially from the UI.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Better Filters UX (Especially Long Suggestions),https://www.youtube.com/watch?v=VLYzgVG_Ti8,VLYzgVG_Ti8,2025-01-30,01:47,107,23,0,Better filter UX with long filter suggestions (resize and hover),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Better IDE Readability With Tabbing,https://www.youtube.com/watch?v=31tm06VvnTw,31tm06VvnTw,2025-01-30,01:11,71,16,0,Better IDE readability vis-a-vis tabs in YAML,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-08-30 Escape Filters for Measures,https://www.youtube.com/watch?v=1aIUvPSOyD8,1aIUvPSOyD8,2025-01-30,01:25,85,24,0,Escape query filters for measures - allowing even more flexible compare-to-population approaches,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Better Model Join Validation,https://www.youtube.com/watch?v=w7MZqfzhY18,w7MZqfzhY18,2025-01-30,01:50,110,4,0,Better validation for joins through the context of topics,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 IDE Folding,https://www.youtube.com/watch?v=YXQJSUa0Pd8,YXQJSUa0Pd8,2025-01-30,01:54,114,19,0,"Folding in the IDE to open up quicker, easier navigation in large topics or view files",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Dynamic Schemas in dbt,https://www.youtube.com/watch?v=UR5edVJv8rA,UR5edVJv8rA,2025-01-30,02:52,172,33,0,New dynamic schema controls with dbt,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Content Owner Re-Assignment,https://www.youtube.com/watch?v=UNeB5mqaxQ8,UNeB5mqaxQ8,2025-01-30,05:17,317,27,0,New controls to re-assign ownership for content,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Grouping Measures Outside Pivots,https://www.youtube.com/watch?v=UIPHlqa3V9Y,UIPHlqa3V9Y,2025-01-30,02:13,133,48,0,Grouping measures inside pivots to cluster metrics instead of dimensions,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Cross Tab Cell References,https://www.youtube.com/watch?v=-m9t56eZ4cw,-m9t56eZ4cw,2025-01-30,02:46,166,90,0,"Why isn't calling data from another query as easy as Excel or Sheets?  Just reference the field and put data next to each other.  Now you can with simple cross-sheet cell references to bring queries next to each other without joins or models or lookups, just ""=""",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Global Color Palettes,https://www.youtube.com/watch?v=n3sjsG40XnY,n3sjsG40XnY,2025-01-30,09:54,594,75,0,A first look at global color palette controls - now manage palettes for the Omni environment including diverging and gradient palettes with a full admin UI,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 TEXT() Pushdown for Numerics and Dates,https://www.youtube.com/watch?v=SF9q0iwzF7E,SF9q0iwzF7E,2025-01-30,02:22,142,7,0,"The ability to push down more TEXT() metrics to the model - for both numeric formats like percent or decimal, and datetime formats",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-13 Embed User Management API,https://www.youtube.com/watch?v=RjVeyJEBbJQ,RjVeyJEBbJQ,2025-01-30,01:43,103,14,0,"A new API to manage embed users (list, delete), in order to manage privacy deletion in bulk",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-=09-13 Smarter, Stickier Vis Config",https://www.youtube.com/watch?v=RAW4LSoxpOg,RAW4LSoxpOg,2025-01-30,07:38,458,27,0,"The launch of sticky vis config over a huge number of user actions in the UI.  Smarter, better visualization as you refine queries in the app - sticky colors, retaining changes between different vis types, smarter retention of facets on new fields.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-20 Axis Tick Count,https://www.youtube.com/watch?v=wA3M9dmh71U,wA3M9dmh71U,2025-01-30,00:55,55,11,0,"New controls for tick count on the axis, allowing more sparse axis value labels - especially relevant for smaller numbers or non-decimals.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-20 Light / Dark Mode Controls for Embed URLs,https://www.youtube.com/watch?v=vaZYa_CNTGs,vaZYa_CNTGs,2025-01-30,01:29,89,13,0,New controls for setting light / dark / dynamic for embedded URLs.  This means embedded builders can control their experience a bit more for end users.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-09-20 Global Color Palettes Beta,https://www.youtube.com/watch?v=s5nn7mNuO8g,s5nn7mNuO8g,2025-01-30,04:48,288,24,0,"Putting the finishing touches on global color palettes, including propagating tuning of the palette to live content using the global palette.  Full launch soon, but rolled out in beta to folks upon request.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
